78,July,8,Jaime Cepero,M.S.P,Narc,State,E-mail,3,4,,,
79,July,11,Sean Rafferty (per Johnson),H.S.I,,Federal,E-mail,1,1,,,
80,July,11,Jaime Cepero,M.S.P,,State,E-mail,1,1,,,
81,July,15,Greg Gallagher,Boston PD,Drug Unit,Local,E-mail,1,0,,,
82,August ,1,Tpr. Stephen Walker,M.S.P,,State,Walk-in,1,0,,,
83,August ,1,Melody Nash,Boston PD,Family Justice,Local,E-mail,1,1,,,
84,August ,2,Det. Paul Juliano,Dept of Public Safety,,State,E-mail,4,0,,,
85,August ,9,Brian Simpkins,M.S.P,Narc Section,State,Email,1,1,,,
86,August ,9,Brian Simpkins,M.S.P,Narc Section,State,E-mail,1,2,,,"""MSP case"""
87,August ,15,Kevin Innes,MassDOT,,State,Walk-in,1,0,,,
88,August ,15,Deportation Office Kevin Williams,E.R.O,D.H.S/I.C.E,Federal,E-mail,3,1,,,
89,August ,16,David Hyslip,Boston PD,,Local,E-mail,,,X,,
90,August ,16,TPR Anthony Johnson,M.S.P,,State,(blank),4,0,,,
91,August ,18,TPR Anthony Johnson,M.S.P,,State,Walk-in,1,1,,,
92,August ,19,TPR Anthony Johnson,M.S.P,,State,Walk-in,1,1,,,
93,August ,19,SA Sean Rafferty,H.S.I,,Federal,E-mail,1,0,,Per TPR Johnson,
94,August ,22,Brian O'Neill,Tewksbury PD,,Local,E-mail,2,0,,,
95,August ,24,Sp. Agent Timothy Costello ,I.C.E,D.H.S,Federal,E-mail,6,0,,,
96,August ,24,Christopher Kefala,A.T.F,D.O.J,Federal,E-mail,3,0,,,
97,August ,25,Henry E. Wicker,So. Carolina DMV,,Out of State - State,E-mail,1,1,,,
98,August ,30,Greg Gallagher,Boston PD,,Local,E-mail,2,3,,,
99,August ,30,Tpr. Anthony Johnson,M.S.P,,State,E-mail,10,0,,,
100,September,6,Tfo. Paul Donnelly,D.E.A,Taskforce,Federal,E-mail,1,0,,,
101,September,6,John Coakley ,Boston PD,,Local,Fax,,,X,,
102,September,8,Margaret Murphy,Boston PD,,Local,E-mail,1,0,,,
103,September,8,Michael O'Shaughnessy,D.E.A,,Federal,E-mail,1,3,,,
104,September,12,Det. Chris Sweeney,Maynard PD,,Local,E-mail,2,0,,,
105,September,12,Leonard A Imbracsio Jr,Bentley University PD,,Local,(blank),6,0,,,
106,September,12,Tpr. Anthony Johnson,M.S.P,,State,(blank),1,0,,,
107,September,12,Sara Lavoie,MassDOT,,State,Walk-in,1,0,,,
108,September,15,Marc Lavoie,M.S.P,Gang Unit North Shore,State,E-mail,1,0,,,
109,September,19,Det. Janeen Mitchell,Boston PD,,Local,Fax,,,X,,
110,September,20,Paul Donnelly,D.E.A,,Federal,E-mail,1,0,,,
111,September,21,Lyon Gallagher,MassDOT,,State,Walk-in,2,0,,,
112,September,21,Lt. Marc Lavoie,M.S.P,,State,E-mail,2,0,,,
113,September,19,Matthew Aumais,M.S.P,,State,E-mail,1,0,,,
114,September,21,Tpr. John Santos,M.S.P,,State,E-mail,2,0,,,
115,September,23,Tpr. Martin Conley,M.S.P,,State,E-mail,1,0,,,
116,September,23,Lt. Marc Lavoie,M.S.P,,State,E-mail,2,0,,,
117,September,22,Det. Bob Conrad,Chulavista PD,,Out of State - Local,E-mail and Phone,1,1,,,
118,September,29,Joseph Surbaland,D.E.A,,Federal,E-mail,1,0,,,
119,October,3,Det. Kevin McGill,Boston PD,,Local,E-mail,2,0,,,
120,October,3,Joao J. Monteiro,Boston PD,,Local,E-mail,6,2,,,
121,October,4,Kevin Innes,MassDOT,,State,(blank),3,0,,cis case created per sios,
122,October,4,Sue Ragucci,I.C.E,D.H.S,Federal,E-mail,1,0,,,
123,October,5,Stephen Demoat,Weymouth PD,,Local,Phone,1,2,,,
124,October,11,Jose Carreon Jr.,E.R.O,I.C.E,Federal,E-mail,1,0,,,
125,October,11,Paul Mc Laughlin,Boston PD,Regional Intel Center,Local,E-mail,2,0,,,
126,October,14,Dana Fiandaca,H.S.I,Boston,Federal,E-mail,1,0,,,
127,October,14,Disp Furusan - Danvier for Tpr. Devlin,M.S.P,AHQ,State,Phone,1,0,,,
128,October,14,Disp Furguson - Tpr. Devlin,M.S.P,AHQ,State,Phone,1,0,,,
129,October,17,Lt. Marc Lavoie,D.E.A,Taskforce NH,Out of State - Federal,Walk-in,1,0,,,
130,October,18,Jason Flamery,M.S.P,Milburg,State,E-mail,1,1,,,
131,October,18,Bend Sullivan,M.S.P,Newburg,State,E-mail,3,0,,,
132,October,20,Kevin Innes for Derrick Holbrook,MassDOT,Weymouth PD,State,Walk-in,1,0,,,
133,October,21,Dana Fiandaca,H.S.I,,Federal,E-mail,3,1,,,
134,October,24,Det. Brian O'Connor,Cambridge PD,,Local,E-mail,4,0,,,
135,October,25,Sgt. Babbin,M.S.P,Gaming Com,State,E-mail,1,0,,,
136,October,26,Brian O'Connor,Cambridge PD,,Local,E-mail,1,1,,,
137,October,27,Carlos Viega,Chelsea PD,,Local,E-mail,2,1,,,
138,October,31,Carianne Doyle,Boston PD,,Local,E-mail,3,0,,,
139,October,31,Tpr. Anthony Johnson for ICE agent Sean Rafferty,M.S.P,,State,E-mail,3,1,,For ICE agent.,
140,October,31,Dana Fiandaca,H.S.I,,Federal,E-mail,1,0,,,
141,November,1,Dana Fiandaca,H.S.I,,Federal,E-mail,2,0,,,
142,November,3,Agrait Collazo,Cambridge PD,,Local,E-mail,2,0,,,
143,November,3,Tpr. Anthony Johnson,M.S.P,,State,Walk-in,1,0,,,
144,November,2,Karen,M.S.P,Most Wanted,State,(empty),13,0,,,
145,November,2,Eric Falcon,M.S.P,US Marshals,Combined Agencies,(empty),5,(empty),,,
146,November,7,Tpr. Johnson,M.S.P,SST Halfkenny,State,E-mail,2,0,,,
147,November,8,Karen,MassDOT,,State,(empty),4,0,,,
148,November,9,Karen,MassDOT,,State,(empty),13,0,,AMW US Marshall,
149,November,10,Joao J. Monteiro,Boston PD,,Local,E-mail,3,0,,,
150,November,10,Karen,MassDOT,,State,(empty),9,0,,AMW US Marshals Ma & NH,
151,November,14,Tony Johnson,M.S.P,,State,Walk-in,,,2,,
152,November,15,Tony Johnson,M.S.P,,State,Walk-in,1,0,,,
153,November,16,P.O Kyle Bishop,Rhode Island PD,,Out of State - State,E-mail,2,1,,Address is @woonsocket.org,
154,November,16,P.O Kyle Bishop,Rhode Island PD,,Out of State - State,E-mail,2,1,,Address is @woonsocket.org,
155,November,16,Michael O'Shaughnessy,D.E.A,,Federal,E-mail,1,0,,,
156,November,16,Tpr. Stephen Walker,M.S.P,,State,Walk-in,3,0,,,
157,November,17,Tpr. Adrian Webb Johnson,M.S.P,,State,E-mail,1,0,,,
158,November,17,Det. Janeen Mitchell,Boston PD,,Local,Fax,,,X,,
159,November,21,Karen,MassDOT,AMW,State,(empty),6,0,,,
160,November,21,Ryan G.,M.S.P,,State,Walk-in,1,0,,,
161,November,23,Kyle Bishop,Woonsocket RI PD,,Out of State - Local,(empty),1,1,,,
162,November,30,Kevin Innes,R.M.V - M.S.P,,State,,1,0,,,
,December,,No logs exist,,,,,,,,,
